experiment,ppid,session_num,trial_num,block_num,trial_num_in_block,start_time,end_time,hand,target_hit,type,target_position,target_angle,launch_direction,water_current_x,water_current_z,launch_angle,launch_angle_error,ball_pos_x,ball_pos_z,ball_time,distance_from_target,total_score,step_0_time,step_1_time,step_2_time
projectile_experiment ,123,1,24,4,6,88.92001,91.77454,r,True,projectile,(-0.67_ -0.08_ 1.15),-30,(0.52_ 0.16_ 0.84),40,0,33.2677,3.2677,0.018226_0.027338_0.036451_0.054677_0.063790_0.081615_0.087572_0.093223_0.103668_0.108462_0.117193_0.121130_0.124781_0.131226_0.134020_0.138750_0.140687_0.142338_0.144783_0.145577_0.146308_0.146245_0.145896_0.144341_0.143135_0.139866_0.137802_0.135454_0.129899_0.126693_0.123201_0.115360_0.111011_0.101456_0.096250_0.090758_0.078918_0.072569_0.059014_0.051808_0.044316_0.028475_0.020126_0.002571_-0.006635_-0.016126_-0.035967_-0.046316_-0.067871_-0.079077_-0.090569_-0.114410_-0.126759_-0.152314_-0.165520_-0.179011_-0.206852_-0.221201_-0.235836_-0.265962_-0.281454_-0.313294_-0.329643_-0.346278_-0.380404_-0.397896_-0.433737_-0.452086_-0.470720_-0.508847_-0.528338,0.029104_0.043656_0.058208_0.087312_0.101864_0.130969_0.141396_0.151790_0.172579_0.182973_0.203762_0.214156_0.224551_0.245339_0.255734_0.276522_0.286917_0.297311_0.318100_0.328494_0.349283_0.359677_0.370071_0.390860_0.401254_0.422043_0.432437_0.442832_0.463620_0.474015_0.484409_0.505198_0.515592_0.536381_0.546775_0.557169_0.577958_0.588352_0.609141_0.619535_0.629930_0.650718_0.661113_0.681901_0.692296_0.702690_0.723479_0.733873_0.754662_0.765056_0.775450_0.796239_0.806633_0.827422_0.837816_0.848211_0.868999_0.879394_0.889788_0.910577_0.920971_0.941760_0.952154_0.962548_0.983337_0.993731_1.014520_1.024914_1.035309_1.056097_1.066492,89.282220_89.296030_89.309930_89.323830_89.337670_89.351590_89.365570_89.379430_89.393430_89.407390_89.421260_89.435330_89.449210_89.463230_89.477920_89.491000_89.505060_89.518840_89.532840_89.546710_89.560570_89.574490_89.588370_89.602370_89.616370_89.630290_89.644100_89.658100_89.671880_89.685940_89.699810_89.713830_89.727840_89.741460_89.755500_89.769390_89.783310_89.797310_89.811350_89.825030_89.838870_89.853030_89.866930_89.880780_89.894680_89.908610_89.922510_89.936490_89.950350_89.964310_89.978130_89.992190_90.006000_90.020260_90.034030_90.047980_90.061760_90.075700_90.089620_90.103750_90.117510_90.131360_90.145320_90.159280_90.173260_90.187260_90.201080_90.215010_90.228870_90.242780_90.256650,0.177513,63,89.21254,89.27,90.25665
projectile_experiment ,123,1,25,5,1,91.77454,94.80933,r,False,projectile,(-0.67_ -0.08_ 1.15),-30,(0.55_ 0.00_ 0.84),40,0,33.09211,3.092106,0.008344_0.016687_0.033375_0.041718_0.050062_0.066749_0.074693_0.085200_0.090016_0.094546_0.102750_0.106423_0.112912_0.115728_0.118258_0.122461_0.124134_0.126623_0.127439_0.127970_0.128173_0.127846_0.126335_0.125151_0.123681_0.119885_0.117558_0.114945_0.108863_0.105393_0.097596_0.093269_0.088657_0.078574_0.073105_0.061308_0.054981_0.048369_0.034286_0.026816_0.011020_0.002693_-0.005920_-0.024002_-0.033472_-0.053269_-0.063595_-0.074208_-0.096290_-0.107760_-0.131557_-0.143884_-0.156496_-0.182579_-0.196048_-0.209804_-0.238172_-0.252785_-0.282867_-0.298337_-0.314092_-0.346460_-0.363073_-0.397155_-0.414625_-0.432381_-0.468749_-0.487361_-0.525444_-0.544913_-0.564669_-0.605037_-0.625650_-0.667732_-0.689202_-0.710957_-0.755325_-0.777938_-0.824020_-0.847490_-0.871245_-0.895287,0.012803_0.025606_0.051212_0.064015_0.076818_0.102424_0.115227_0.133546_0.142691_0.151836_0.170126_0.179271_0.197561_0.206706_0.215851_0.234141_0.243286_0.261576_0.270721_0.279866_0.298156_0.307301_0.325591_0.334736_0.343881_0.362171_0.371316_0.380461_0.398751_0.407896_0.426186_0.435331_0.444476_0.462766_0.471911_0.490201_0.499346_0.508491_0.526781_0.535926_0.554216_0.563361_0.572506_0.590796_0.599941_0.618231_0.627376_0.636522_0.654812_0.663957_0.682247_0.691392_0.700537_0.718827_0.727972_0.737117_0.755407_0.764552_0.782842_0.791987_0.801132_0.819422_0.828567_0.846857_0.856002_0.865147_0.883437_0.892582_0.910872_0.920017_0.929162_0.947452_0.956597_0.974887_0.984032_0.993177_1.011467_1.020612_1.038902_1.048047_1.057192_1.066337,92.164050_92.178250_92.193020_92.205960_92.219890_92.233630_92.247690_92.261560_92.275460_92.289470_92.303330_92.317230_92.331260_92.345120_92.358990_92.372890_92.386820_92.400570_92.414590_92.428500_92.442350_92.456270_92.470220_92.484240_92.498150_92.512030_92.526000_92.539800_92.553720_92.567750_92.581730_92.595650_92.609520_92.623460_92.637430_92.651210_92.665240_92.679120_92.692960_92.706920_92.720850_92.734790_92.748720_92.762610_92.776480_92.790470_92.804530_92.818360_92.832200_92.846310_92.860170_92.873990_92.887950_92.901890_92.915770_92.929730_92.943600_92.957640_92.971470_92.985410_92.999320_93.013400_93.027210_93.041110_93.055020_93.068970_93.082900_93.096950_93.110660_93.124580_93.138660_93.152530_93.166450_93.180400_93.194430_93.208240_93.222210_93.236080_93.250140_93.263900_93.277870_93.291810,0.254887,63,92.09456,92.16,93.29181
projectile_experiment ,123,1,26,5,2,94.80933,97.59383,r,False,projectile,(-0.97_ -0.08_ 1.15),-40,(0.33_ -0.07_ 0.94),40,0,19.72627,-20.27373,0.005669_0.017007_0.022676_0.034013_0.039682_0.045351_0.054109_0.057300_0.062825_0.065159_0.067208_0.070447_0.071638_0.073164_0.073498_0.073546_0.072785_0.071976_0.070882_0.067836_0.065884_0.061123_0.058315_0.055220_0.048174_0.044222_0.035462_0.030653_0.025558_0.014512_0.008560_-0.004200_-0.011009_-0.018104_-0.033150_-0.041102_-0.057862_-0.066671_-0.075766_-0.094812_-0.104764_-0.115001_-0.136333_-0.147428_-0.170474_-0.182426_-0.194663_-0.219995_-0.233090_-0.260136_-0.274088_-0.288325_-0.317657_-0.332751_-0.363798_-0.379749_-0.395987_-0.429319_-0.446413_-0.481460_-0.499411_-0.517649_-0.554981_-0.574075,0.016208_0.048623_0.064830_0.097245_0.113453_0.129661_0.157482_0.169059_0.192213_0.203790_0.215366_0.238520_0.250097_0.273251_0.284827_0.296404_0.319558_0.331135_0.342711_0.365865_0.377442_0.400596_0.412172_0.423749_0.446903_0.458480_0.481633_0.493210_0.504787_0.527941_0.539518_0.562671_0.574248_0.585825_0.608979_0.620555_0.643709_0.655286_0.666863_0.690016_0.701593_0.713170_0.736324_0.747901_0.771054_0.782631_0.794208_0.817362_0.828938_0.852092_0.863669_0.875246_0.898399_0.909976_0.933130_0.944707_0.956284_0.979437_0.991014_1.014168_1.025745_1.037322_1.060475_1.072052,95.199120_95.213090_95.227030_95.241060_95.254930_95.268880_95.282800_95.296620_95.310640_95.325330_95.338440_95.352440_95.366330_95.380120_95.394110_95.407970_95.421970_95.435970_95.449940_95.463710_95.477660_95.491580_95.505610_95.519450_95.533420_95.547320_95.561190_95.575140_95.589010_95.603010_95.616900_95.630780_95.644640_95.658570_95.672490_95.686550_95.700490_95.714210_95.728080_95.741990_95.756060_95.769900_95.783880_95.797780_95.811650_95.825680_95.839580_95.853440_95.867240_95.881130_95.895100_95.909030_95.922970_95.936880_95.950780_95.964640_95.978560_95.992420_96.006420_96.020400_96.034500_96.048160_96.062180_96.075900,0.408626,63,95.14353,95.18999,96.0759
projectile_experiment ,123,1,27,5,3,97.59383,100.6577,r,False,projectile,(-0.81_ -0.08_ 1.15),-35,(0.49_ -0.11_ 0.87),40,0,30.04826,-4.951744,0.007081_0.021242_0.028322_0.042483_0.049564_0.056645_0.067826_0.072025_0.075939_0.082909_0.085966_0.091222_0.093422_0.095336_0.098306_0.099363_0.100619_0.100818_0.100732_0.099702_0.098759_0.096015_0.094215_0.092128_0.087099_0.084156_0.080926_0.073611_0.069525_0.060495_0.055552_0.050323_0.039008_0.032921_0.019892_0.012949_0.005719_-0.009596_-0.017682_-0.034712_-0.043655_-0.052884_-0.072199_-0.082286_-0.103315_-0.114259_-0.125488_-0.148803_-0.160889_-0.173261_-0.198862_-0.212091_-0.239406_-0.253493_-0.267865_-0.297466_-0.312695_-0.344010_-0.360096_-0.376468_-0.410069_-0.427298_-0.462614_-0.480700_-0.499072_-0.536673_-0.555902_-0.595217_-0.615303_-0.635675_-0.677276_-0.698505_-0.720020_-0.763907_-0.786279_-0.831880_-0.855109_-0.902424_-0.926510_-0.950882_-1.000483_-1.025712_-1.051227,0.012561_0.037684_0.050245_0.075368_0.087929_0.100490_0.122053_0.131025_0.139998_0.157942_0.166915_0.184859_0.193832_0.202804_0.220749_0.229721_0.247666_0.256638_0.265611_0.283555_0.292528_0.310472_0.319445_0.328417_0.346362_0.355334_0.364306_0.382251_0.391223_0.409168_0.418140_0.427113_0.445058_0.454030_0.471975_0.480947_0.489919_0.507864_0.516836_0.534781_0.543753_0.552726_0.570670_0.579643_0.597587_0.606560_0.615532_0.633477_0.642449_0.651422_0.669366_0.678339_0.696283_0.705256_0.714228_0.732173_0.741145_0.759090_0.768062_0.777034_0.794979_0.803951_0.821896_0.830868_0.839841_0.857786_0.866758_0.884703_0.893675_0.902647_0.920592_0.929564_0.938537_0.956481_0.965454_0.983398_0.992371_1.010315_1.019288_1.028260_1.046205_1.055177_1.064150,97.997470_98.011450_98.025270_98.040020_98.053250_98.067240_98.081050_98.094860_98.108830_98.122860_98.136760_98.150890_98.164570_98.178490_98.192450_98.206440_98.220310_98.234320_98.248050_98.262210_98.275920_98.290020_98.303900_98.317760_98.331690_98.345570_98.359620_98.373680_98.387400_98.401290_98.415190_98.429250_98.443050_98.457030_98.470790_98.484970_98.498630_98.512640_98.526570_98.540440_98.554430_98.568240_98.582120_98.596090_98.610150_98.624020_98.637890_98.651790_98.665720_98.679500_98.693580_98.707420_98.721320_98.735240_98.749160_98.763180_98.776990_98.790990_98.804850_98.818820_98.832770_98.846700_98.860580_98.874530_98.888420_98.902480_98.916400_98.930240_98.944220_98.958020_98.972050_98.985950_98.999810_99.013790_99.027950_99.041950_99.056170_99.070040_99.083850_99.097820_99.111790_99.125690_99.139470,0.268409,63,97.92798,97.99,99.13947
projectile_experiment ,123,1,28,5,4,100.6577,106.8799,r,False,projectile,(-0.67_ -0.08_ 1.15),-30,(0.40_ 0.19_ 0.90),40,0,25.9862,-4.0138,0.006019_0.012037_0.024075_0.030093_0.036112_0.048149_0.053768_0.060949_0.064104_0.066974_0.071856_0.073868_0.077036_0.078191_0.079061_0.079943_0.079955_0.079123_0.078278_0.077148_0.074030_0.072042_0.067210_0.064365_0.061235_0.054117_0.050129_0.045856_0.036452_0.031322_0.020203_0.014216_0.007943_-0.005461_-0.012592_-0.027710_-0.035697_-0.043970_-0.061374_-0.070505_-0.089623_-0.099610_-0.109883_-0.131287_-0.142418_-0.165536_-0.177523_-0.189797_-0.215200_-0.228331_-0.241747_-0.269436_-0.283710_-0.313113_-0.328244_-0.343660_-0.375349_-0.391623_-0.425026_-0.442157_-0.459573_-0.495262_-0.513536_-0.550939_-0.570070_-0.589486_-0.629175_-0.649449_-0.690852_-0.711983_-0.733399_-0.777088_-0.799362_-0.844765_-0.867896_-0.891312_-0.915014,0.013679_0.027359_0.054718_0.068397_0.082076_0.109435_0.123115_0.142688_0.152459_0.162230_0.181772_0.191543_0.211085_0.220856_0.230627_0.250169_0.259940_0.279482_0.289253_0.299024_0.318566_0.328337_0.347879_0.357650_0.367421_0.386963_0.396734_0.406505_0.426047_0.435818_0.455360_0.465130_0.474901_0.494443_0.504214_0.523756_0.533527_0.543298_0.562840_0.572611_0.592153_0.601924_0.611695_0.631237_0.641008_0.660550_0.670321_0.680092_0.699634_0.709405_0.719176_0.738718_0.748489_0.768031_0.777802_0.787573_0.807115_0.816886_0.836428_0.846199_0.855970_0.875512_0.885283_0.904825_0.914596_0.924367_0.943909_0.953680_0.973222_0.982993_0.992764_1.012306_1.022077_1.041619_1.051390_1.061161_1.070932,104.304700_104.317800_104.331800_104.345700_104.359600_104.373600_104.387500_104.401300_104.415300_104.429300_104.443300_104.457200_104.471100_104.485100_104.498900_104.513600_104.526700_104.540700_104.554500_104.568300_104.582300_104.596200_104.610000_104.624100_104.637900_104.651900_104.665800_104.679800_104.693700_104.707700_104.721500_104.735500_104.749400_104.763200_104.777200_104.791100_104.805100_104.819000_104.833100_104.846700_104.860800_104.874600_104.888600_104.902400_104.916400_104.930400_104.944300_104.958100_104.972100_104.986000_104.999900_105.013900_105.027900_105.041800_105.055800_105.069700_105.083700_105.097700_105.111800_105.125600_105.139500_105.153400_105.167400_105.181300_105.195200_105.209200_105.223200_105.237100_105.251000_105.265100_105.279000_105.293000_105.307000_105.320900_105.334900_105.348800_105.362700,0.271308,63,104.2343,104.3,105.3627
projectile_experiment ,123,1,29,5,5,106.8799,118.9775,r,False,projectile,(-0.97_ -0.08_ 1.15),-40,(0.00_ 0.00_ 0.00),40,0,0,-40,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_-0.000400_-0.001829_-0.002973_-0.006118_-0.008119_-0.010405_-0.015836_-0.018979_-0.026124_-0.030125_-0.034412_-0.043842_-0.048986_-0.060130_-0.066131_-0.072418_-0.085848_-0.092992_-0.108137_-0.116138_-0.124424_-0.141855_-0.150998_-0.170143_-0.180144_-0.190430_-0.211861_-0.223005_-0.234434_-0.258150_-0.270437_-0.295867_-0.309011_-0.322440_-0.350156_-0.364443_-0.393873_-0.409017_-0.424447_-0.456163_-0.472449_-0.505880_-0.523023_-0.540453_-0.576169_-0.594455_-0.631886_-0.651030_-0.670459_-0.710175_-0.730462_-0.771892_-0.793036_-0.814465_-0.858181_-0.880468_-0.903040_-0.949042_-0.972471_-1.020187_-1.044474_-1.069046_-1.119048_-1.144478_-1.196194_-1.222480_-1.249053_-1.303054_-1.330484_-1.386200_-1.414486_-1.443059_-1.501060_-1.530490_-1.590206_-1.620492_-1.651065_-1.713067_-1.744496_-1.808212,0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000_0.000000,116.276400_116.290300_116.304300_116.318200_116.332100_116.345900_116.359900_116.373900_116.387900_116.401600_116.416400_116.429600_116.443500_116.457300_116.471300_116.485400_116.499100_116.513200_116.527000_116.541000_116.555000_116.568800_116.582800_116.596600_116.610600_116.624600_116.638600_116.652500_116.666300_116.680100_116.694000_116.707900_116.721800_116.735800_116.749700_116.763700_116.777700_116.791600_116.805500_116.819400_116.833400_116.847200_116.861200_116.875300_116.889000_116.902900_116.916800_116.930900_116.944900_116.958700_116.972700_116.986600_117.000600_117.014400_117.028300_117.042300_117.056300_117.070100_117.084200_117.097900_117.111900_117.125800_117.139800_117.153700_117.167600_117.181600_117.195600_117.209500_117.223300_117.237300_117.251200_117.265100_117.279100_117.292900_117.306800_117.320800_117.334800_117.348600_117.362600_117.376600_117.390600_117.404500_117.418500_117.432300_117.446200_117.460100,1.428973,63,116.1515,116.27,117.4601
projectile_experiment ,123,1,30,5,6,118.9775,121.6785,r,False,projectile,(-0.81_ -0.08_ 1.15),-35,(0.17_ 0.20_ 0.97),40,0,14.90437,-20.09563,0.003104_0.009313_0.012417_0.015522_0.021730_0.024835_0.029191_0.030550_0.031624_0.032914_0.033130_0.032706_0.032065_0.031139_0.028429_0.026645_0.024576_0.019580_0.016654_0.009944_0.006160_0.002091_-0.006904_-0.011831_-0.022541_-0.028324_-0.034394_-0.047389_-0.054316_-0.069026_-0.076809_-0.084878_-0.101874_-0.110800_-0.129510_-0.139294_-0.149363_-0.170359_-0.181285_-0.203995_-0.215779_-0.227848_-0.252844_-0.265770_-0.278982_-0.306263_-0.320333_-0.349328_-0.364255_-0.379467_-0.410748_-0.426818_-0.459813_-0.476740_-0.493952_-0.529233_-0.547302_-0.565657,0.017949_0.053848_0.071797_0.089747_0.125645_0.143595_0.174409_0.187230_0.200051_0.225693_0.238514_0.264156_0.276977_0.289798_0.315439_0.328260_0.341081_0.366723_0.379544_0.405186_0.418007_0.430828_0.456470_0.469291_0.494932_0.507753_0.520574_0.546216_0.559037_0.584679_0.597500_0.610321_0.635963_0.648784_0.674426_0.687247_0.700068_0.725710_0.738531_0.764173_0.776994_0.789815_0.815456_0.828277_0.841098_0.866740_0.879561_0.905203_0.918024_0.930845_0.956487_0.969308_0.994950_1.007771_1.020592_1.046234_1.059055_1.071876,119.367300_119.381300_119.395300_119.409000_119.422900_119.437000_119.450700_119.464600_119.478500_119.492500_119.506400_119.520300_119.534300_119.549200_119.562200_119.576100_119.590000_119.603900_119.617800_119.631700_119.645600_119.659700_119.673400_119.687500_119.701400_119.715200_119.729300_119.743100_119.757000_119.771000_119.785000_119.798700_119.812600_119.826500_119.840500_119.854600_119.868500_119.882200_119.896100_119.910100_119.924000_119.938000_119.951800_119.965700_119.979700_119.993600_120.007600_120.021500_120.035400_120.049300_120.063100_120.077200_120.091100_120.104900_120.119000_120.132700_120.146700_120.160600,0.265187,63,119.3115,119.36,120.1606
projectile_experiment ,123,1,31,6,1,121.6785,124.9084,r,False,projectile,(-0.97_ -0.08_ 1.15),-40,(0.45_ 0.14_ 0.88),40,0,27.95537,-12.04463,0.005483_0.010966_0.021933_0.027416_0.038382_0.043865_0.048948_0.055363_0.058135_0.060622_0.064739_0.066369_0.068772_0.069545_0.070032_0.070149_0.069779_0.068181_0.066954_0.065441_0.061558_0.059188_0.053591_0.050363_0.046850_0.038967_0.034597_0.025000_0.019773_0.014260_0.002377_-0.003993_-0.017591_-0.024818_-0.032331_-0.048214_-0.056584_-0.065240_-0.083409_-0.092922_-0.112805_-0.123175_-0.133831_-0.155999_-0.167512_-0.191395_-0.203765_-0.216421_-0.242590_-0.256103_-0.283986_-0.298356_-0.313012_-0.343181_-0.358694_-0.390577_-0.406947_-0.423602_-0.457771_-0.475284_-0.493083_-0.529537_-0.548193_-0.586362_-0.605875_-0.625673_-0.666128_-0.686784_-0.728952_-0.750465_-0.772264_-0.816719_-0.839374_-0.885543_-0.909056_-0.932855_-0.981309_-1.005965_-1.056134_-1.081647_-1.107445_-1.159900_-1.186556_-1.213497_-1.268237_-1.296036_-1.352490_-1.381146_-1.410088_-1.468828_-1.498627_-1.559081_-1.589737_-1.620678_-1.683419_-1.715217_-1.747302,0.010842_0.021684_0.043367_0.054209_0.075893_0.086735_0.097577_0.113090_0.120834_0.128578_0.144067_0.151811_0.167299_0.175044_0.182788_0.198276_0.206020_0.221509_0.229253_0.236997_0.252486_0.260230_0.275718_0.283462_0.291206_0.306695_0.314439_0.329927_0.337672_0.345416_0.360904_0.368648_0.384137_0.391881_0.399625_0.415114_0.422858_0.430602_0.446090_0.453835_0.469323_0.477067_0.484811_0.500300_0.508044_0.523532_0.531277_0.539021_0.554509_0.562253_0.577742_0.585486_0.593230_0.608718_0.616463_0.631951_0.639695_0.647439_0.662928_0.670672_0.678416_0.693905_0.701649_0.717137_0.724881_0.732626_0.748114_0.755858_0.771346_0.779091_0.786835_0.802323_0.810067_0.825556_0.833300_0.841044_0.856533_0.864277_0.879765_0.887509_0.895254_0.910742_0.918486_0.926230_0.941719_0.949463_0.964951_0.972696_0.980440_0.995928_1.003672_1.019161_1.026905_1.034649_1.050137_1.057882_1.065626,122.055300_122.068300_122.082200_122.096400_122.110200_122.124200_122.138000_122.151900_122.165800_122.179900_122.193700_122.207600_122.221700_122.235500_122.249500_122.264300_122.277600_122.291400_122.305200_122.319100_122.333100_122.347000_122.360900_122.374900_122.388700_122.402700_122.416500_122.430500_122.444400_122.458400_122.472300_122.486300_122.500100_122.514000_122.528000_122.541800_122.555700_122.569700_122.583600_122.597500_122.611600_122.625200_122.639100_122.653100_122.666900_122.680900_122.694900_122.708900_122.722700_122.736600_122.750500_122.764400_122.778300_122.792200_122.806300_122.820100_122.834100_122.848000_122.861800_122.875900_122.889700_122.903600_122.917600_122.931500_122.945500_122.959400_122.973200_122.987200_123.001000_123.015000_123.029100_123.042800_123.056800_123.070600_123.084500_123.098400_123.112300_123.126300_123.140400_123.154400_123.168100_123.182300_123.196300_123.209900_123.223900_123.237800_123.251700_123.265600_123.279600_123.293600_123.307500_123.321400_123.335400_123.349200_123.363200_123.377500_123.391300,0.787052,63,121.9848,122.05,123.3913
projectile_experiment ,123,1,32,6,2,124.9084,127.6373,r,False,projectile,(-0.67_ -0.08_ 1.15),-30,(0.26_ 0.10_ 0.96),40,0,15.94862,-14.05138,0.004996_0.009992_0.019984_0.024980_0.029976_0.039968_0.044564_0.050350_0.052775_0.054914_0.058335_0.059617_0.061324_0.061749_0.061888_0.061309_0.060591_0.058297_0.056722_0.054861_0.050282_0.047564_0.041271_0.037696_0.033835_0.025256_0.020538_0.010245_0.004669_-0.001191_-0.013770_-0.020489_-0.027492_-0.042357_-0.050218_-0.066797_-0.075515_-0.084519_-0.103383_-0.113244_-0.133823_-0.144541_-0.155545_-0.178410_-0.190271_-0.214850_-0.227568_-0.240572_-0.267436_-0.281297_-0.309876_-0.324594_-0.339598_-0.370463_-0.386324_-0.402470,0.018726_0.037452_0.074905_0.093631_0.112357_0.149809_0.168535_0.195638_0.209014_0.222390_0.249141_0.262517_0.289269_0.302644_0.316020_0.342772_0.356148_0.382899_0.396275_0.409651_0.436403_0.449778_0.476530_0.489906_0.503282_0.530033_0.543409_0.570161_0.583537_0.596912_0.623664_0.637040_0.650416_0.677167_0.690543_0.717295_0.730671_0.744046_0.770798_0.784174_0.810926_0.824301_0.837677_0.864429_0.877805_0.904556_0.917932_0.931308_0.958060_0.971435_0.998187_1.011563_1.024938_1.051690_1.065066_1.078442,125.354100_125.368200_125.382000_125.396800_125.409900_125.423800_125.437300_125.451500_125.465300_125.479400_125.493200_125.507200_125.521500_125.535300_125.549000_125.562900_125.576800_125.590600_125.604400_125.618400_125.632300_125.646300_125.660300_125.674400_125.688400_125.702200_125.716200_125.730200_125.744000_125.758000_125.771900_125.785700_125.799600_125.813500_125.827400_125.841300_125.855200_125.869100_125.883100_125.897000_125.910900_125.924800_125.938500_125.952400_125.966500_125.980400_125.994300_126.008100_126.022100_126.036500_126.050300_126.064200_126.078000_126.091700_126.105400_126.119500,0.283065,63,125.2987,125.35,126.1195
projectile_experiment ,123,1,33,6,3,127.6373,131.2151,r,False,projectile,(-0.97_ -0.08_ 1.15),-40,(0.53_ 0.14_ 0.84),40,0,33.29208,-6.707916,0.012037_0.018056_0.030093_0.036112_0.042131_0.053768_0.057507_0.064104_0.066973_0.069557_0.073868_0.075594_0.078190_0.079060_0.079644_0.079954_0.079681_0.079122_0.077147_0.075731_0.072041_0.069768_0.067209_0.061234_0.057817_0.050128_0.045855_0.041296_0.031320_0.025904_0.014215_0.007941_0.001382_-0.012593_-0.020009_-0.035698_-0.043972_-0.052531_-0.070506_-0.079922_-0.099612_-0.109885_-0.120444_-0.142419_-0.153835_-0.165537_-0.189798_-0.202357_-0.228332_-0.241749_-0.255450_-0.283711_-0.298270_-0.328246_-0.343662_-0.359364_-0.391625_-0.408184_-0.442159_-0.459575_-0.477277_-0.513538_-0.532097_-0.570072_-0.589488_-0.609190_-0.649451_-0.670010_-0.690855_-0.733401_-0.755103_-0.799364_-0.821923_-0.844768_-0.891315_-0.915016_-0.963277_-0.987836_-1.012681_-1.063228_-1.088929_-1.141190_-1.167749_-1.194594_-1.249141_-1.276842_-1.333103_-1.361662_-1.390507_-1.449054_-1.478756_-1.539016_-1.569576_-1.600420_-1.662967_-1.694669_-1.758930_-1.791489_-1.824333,0.019000_0.028501_0.047501_0.057001_0.066501_0.085502_0.092309_0.105881_0.112667_0.119453_0.133024_0.139810_0.153382_0.160168_0.166954_0.180525_0.187311_0.194097_0.207669_0.214454_0.228026_0.234812_0.241598_0.255170_0.261955_0.275527_0.282313_0.289099_0.302670_0.309456_0.323028_0.329814_0.336600_0.350171_0.356957_0.370529_0.377315_0.384100_0.397672_0.404458_0.418030_0.424815_0.431601_0.445173_0.451959_0.458745_0.472316_0.479102_0.492674_0.499460_0.506246_0.519817_0.526603_0.540175_0.546961_0.553747_0.567318_0.574104_0.587676_0.594462_0.601248_0.614820_0.621605_0.635177_0.641963_0.648749_0.662321_0.669106_0.675892_0.689464_0.696250_0.709822_0.716608_0.723393_0.736965_0.743751_0.757323_0.764109_0.770895_0.784466_0.791252_0.804824_0.811610_0.818396_0.831967_0.838753_0.852325_0.859111_0.865897_0.879468_0.886254_0.899826_0.906612_0.913398_0.926970_0.933755_0.947327_0.954113_0.960899,128.333200_128.347200_128.360900_128.374800_128.388900_128.402800_128.416600_128.430600_128.444400_128.458400_128.472300_128.486400_128.500200_128.514200_128.528900_128.542000_128.555900_128.569700_128.583700_128.597600_128.611500_128.625500_128.639300_128.653400_128.667300_128.681300_128.695100_128.709100_128.723000_128.736900_128.750800_128.764800_128.778700_128.792700_128.806400_128.820300_128.834200_128.848400_128.862200_128.876000_128.890000_128.903800_128.917800_128.931700_128.945500_128.959600_128.973500_128.987300_129.001300_129.015200_129.029100_129.043100_129.056800_129.070800_129.084800_129.098800_129.112600_129.126500_129.140300_129.154300_129.168300_129.182300_129.196300_129.210200_129.224000_129.238000_129.251800_129.265700_129.279700_129.293600_129.307500_129.321500_129.335400_129.349300_129.363400_129.377300_129.390900_129.405000_129.419000_129.432900_129.446800_129.460800_129.474600_129.488500_129.502500_129.516600_129.530400_129.544400_129.558300_129.572300_129.586300_129.600300_129.614400_129.628300_129.642100_129.656200_129.670100_129.684100_129.698100,0.88027,63,128.2496,128.32,129.6981
